client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND22152,David Larson,Male,48,Adult (30-59),Retail Banking,Low,96390.06,Jade,Marketing Assistant,European,17-03-2009,2009,High,-143335.11,1,2308.5,264541.85,97403.12,Patrick Graham,311371.91,1,Very Low Risk,18434.82,70745.43,26040.74,7677.3,1
IND22162,Willie Owens,Female,33,Adult (30-59),Private Banking,Medium,265344.07,Gold,Statistician II,European,19-02-2015,2015,High,2646918.94,2,10514.42,1186879.32,3056394.35,Chris Armstrong,2892226.51,3,Moderate Risk,737637.19,779483.12,54256.14,50281.14,0
IND22235,Billy Oliver,Male,71,Senior (60 +),Commercial Banking,High,348995.08,Gold,Junior Executive,European,31-12-2016,2016,Mid,104386.86,2,5243.7,75319.86,97133.48,Frank Brown,1145747.87,3,Moderate Risk,27793.13,81592.12,20904.35,60023.81,3
IND22254,Scott Ross,Female,60,Senior (60 +),Retail Banking,Low,96691.35,Jade,Web Designer IV,African,02-12-2008,2008,High,-8639.46,1,1738.54,210320.07,117721.19,Dennis Ruiz,955110.96,1,Very Low Risk,52167.68,42326.72,29458.06,33530.28,1
IND22264,James Burton,Female,76,Senior (60 +),Commercial Banking,Low,16653.97,Silver,Librarian,Asian,16-08-2000,2000,High,323022.54,1,2908.65,238129.23,446980.04,Shawn Long,878113.76,1,Very Low Risk,112541.95,152458.31,1473.66,4538.43,2
IND22297,James Ross,Male,18,Young (18-29),Private Banking,Low,76587.3,Silver,Dental Hygienist,European,23-09-2020,2020,Mid,507389.58,1,5079.92,822400.93,992388.86,Roy Rice,696597.14,1,Very Low Risk,325718.95,207709.3,15336.73,16762.62,3
IND22303,Nancy Morris,Male,54,Adult (30-59),Private Banking,Low,21844.06,Silver,Registered Nurse,European,21-09-2007,2007,Mid,-44206.04,2,315.75,190073.9,105557.73,Anthony Torres,118763.33,1,Very Low Risk,20792.88,163315.73,8771.9,19833,2
IND22373,Clarence Hart,Female,52,Adult (30-59),Commercial Banking,Medium,256845.42,Jade,Web Designer I,African,11-03-2008,2008,Mid,2615310.16,1,12549.82,1575353.28,3386869.41,Douglas Tucker,1291547.69,5,Very High Risk,741795.45,1089482.47,66039.4,74548.4,3
IND22385,Bruce Day,Female,41,Adult (30-59),Private Banking,Medium,110953.78,Jade,Safety Technician IV,European,30-11-2012,2012,Low,527406.28,1,2328.9,529852.13,850010.85,Paul Larson,149256.67,1,Very Low Risk,194096.97,334649.94,1401.7,15479.49,0
IND22467,Joseph Austin,Female,42,Adult (30-59),Private Banking,Medium,143170.19,Platinum,Junior Executive,American,18-12-1999,1999,High,-881906.61,2,243.35,900692.86,0,Chris Armstrong,992065.8,2,Low Risk,0,0,19859.8,19029.6,3
IND22504,Andrew Torres,Female,36,Adult (30-59),Retail Banking,Low,87521.39,Jade,Research Nurse,American,16-05-1999,1999,Mid,-184552.83,2,1151.95,197807.72,0,Jerry Green,281898.17,1,Very Low Risk,0,0,10225.98,14406.84,0
IND22525,Brian Stewart,Male,37,Adult (30-59),Private Banking,Medium,189742.77,Jade,Associate Professor,Asian,08-01-2015,2015,High,254061.77,1,530.12,193600.01,296574.4,Patrick Graham,835097.65,2,Low Risk,128009.79,124147.42,25188.34,23607.71,2
IND22592,Earl Butler,Female,42,Adult (30-59),Commercial Banking,Low,46662.96,Jade,Systems Administrator I,Australian,24-05-2004,2004,High,154937.02,1,2454.23,75097.76,186230.02,Patrick Graham,253909.15,1,Very Low Risk,27603.43,159330.12,5044.79,18655.56,2
IND22602,Jimmy Brown,Female,22,Young (18-29),Retail Banking,Low,86940.95,Jade,Staff Accountant II,African,04-08-2015,2015,Mid,508933.12,2,2040.85,216689.7,566112.05,Benjamin Kim,372413.2,1,Very Low Risk,149247.72,210537.54,5029.06,12303.9,0
IND22605,Carol Carpenter,Male,36,Adult (30-59),Retail Banking,Medium,198506.33,Silver,Health Coach II,Asian,31-07-2005,2005,Low,-250901.34,1,2544.55,292235.24,0,Adam Hernandez,654069.52,2,Low Risk,0,0,46739.22,43878.45,3
IND22626,Terry Chavez,Female,45,Adult (30-59),Private Banking,High,455401.32,Jade,Geologist IV,Australian,12-11-2011,2011,High,-552874.93,2,8833.65,2584311.14,1783850.99,Paul Holmes,3184662.31,4,High Risk,243830.84,715812.82,35798.94,12588.03,0
IND22736,Matthew Ross,Male,84,Senior (60 +),Commercial Banking,Low,54454.9,Silver,Automation Specialist II,European,08-04-2007,2007,High,-652942.42,2,1502.34,681860.68,0,Anthony Simpson,1308107.72,1,Very Low Risk,0,0,11669.45,30420.6,2
IND22756,Rose Howard,Female,59,Adult (30-59),Retail Banking,Medium,234132.48,Gold,Office Assistant III,European,19-02-2020,2020,Mid,-270002.87,1,190.94,769636.08,380438.93,Carl Nguyen,284781.74,2,Low Risk,79680.82,391006.68,9858.67,39704.4,1
IND22770,Shirley Carr,Female,28,Young (18-29),Commercial Banking,High,304744.13,Jade,Programmer I,American,07-10-2004,2004,Low,140315.04,2,314.25,477185.63,339201.75,Joshua Ryan,329440.13,3,Moderate Risk,236084.42,271361.4,34078.5,42528.75,2
IND22819,Edward Hicks,Female,81,Senior (60 +),Private Banking,Medium,220180.16,Platinum,Editor,European,15-07-2013,2013,Mid,-155434.91,1,3655.35,622004.87,295731.27,Jason Duncan,458090.88,4,High Risk,157464.78,213314.36,6666.81,17029.26,1
IND22846,Kathy Ellis,Female,82,Senior (60 +),Private Banking,High,303829.69,Silver,Safety Technician IV,European,17-04-2020,2020,High,-214041.47,1,2446.86,314467.32,59044.12,Ernest Rivera,899282.95,2,Low Risk,30440.52,20410.31,29712.24,13388.07,2
IND22892,Marie Medina,Male,29,Young (18-29),Retail Banking,Medium,126016.12,Gold,Database Administrator I,European,28-08-2020,2020,High,-129594.87,2,732.66,203806.66,33299.91,Anthony Torres,905489.57,3,Moderate Risk,10562.32,33820.23,43534.26,31082.22,2
IND22902,Jennifer Fields,Female,44,Adult (30-59),Private Banking,Low,99093.14,Silver,Account Representative II,American,25-08-2002,2002,High,-716381.8,3,3501.42,825497.62,73608.21,Joe Price,167447.74,2,Low Risk,19108.69,41220.6,18445.77,19900.34,0
IND22904,Todd Peters,Male,80,Senior (60 +),Retail Banking,Low,79572.94,Silver,Engineer I,Asian,01-04-2005,2005,High,-120993.06,1,1307.59,484584.87,321886.02,Bruce Porter,617304.09,1,Very Low Risk,29469.22,227540.12,12019.57,13544.16,3
IND22908,Louise Wells,Female,20,Young (18-29),Institutional Banking,Medium,120709.62,Gold,Clinical Specialist,American,30-01-2008,2008,High,405001.29,2,1114.07,355659.35,530450.18,Jason Duncan,761481.44,2,Low Risk,198079.5,335727.96,20868.95,33245.03,2
IND22943,Heather Fowler,Male,44,Adult (30-59),Retail Banking,Low,52279.49,Jade,Internal Auditor,Asian,13-09-2017,2017,Low,-67935.51,1,657.07,394385.11,202809.74,James Castillo,329634.36,1,Very Low Risk,101709.09,165627.96,16321.61,22587.84,1
IND22951,Rebecca Snyder,Male,20,Young (18-29),Commercial Banking,Low,78586.66,Jade,Senior Developer,American,12-07-2021,2021,High,-30744.2,2,1313.28,443646.57,353151.11,Stephen Payne,627480.61,2,Low Risk,56504.18,502791.41,17326.67,4560.36,0
IND23002,Phyllis Berry,Male,44,Adult (30-59),Private Banking,Low,67064.29,Jade,Account Representative II,Asian,05-03-2018,2018,Mid,318149.64,1,1024.47,540459.44,713832.78,Joe Price,930370.48,1,Very Low Risk,132798.62,418010.19,6756.79,13002.15,1
IND23033,Benjamin Price,Male,75,Senior (60 +),Private Banking,Low,75632.92,Jade,Registered Nurse,American,03-01-2020,2020,Mid,1049728.05,2,762.54,68557.51,822783.56,Jeremy Vasquez,577920.26,1,Very Low Risk,282233.9,159454.18,39104.34,14030.64,1
IND23045,Nicole Elliott,Female,27,Young (18-29),Retail Banking,Medium,111789.43,Jade,Office Assistant II,Asian,18-06-2020,2020,High,55659.79,1,1709.82,212773.22,188774.56,Victor Martinez,595227.88,1,Very Low Risk,47567.26,116017.7,10101.22,33801.01,0
IND23054,Virginia Harper,Female,19,Young (18-29),Private Banking,Medium,178166.92,Jade,Librarian,European,10-05-2021,2021,High,524784.01,1,2911.59,255649.15,646434.22,Paul Larson,87917.4,2,Low Risk,94171.9,638453.55,47795.59,42738.63,3
IND23071,Louise Hunt,Male,58,Adult (30-59),Commercial Banking,Medium,236893.51,Silver,Physical Therapy Assistant,Asian,19-11-2006,2006,Low,-266722.82,1,827.3,842966.36,491151.7,Jonathan Hawkins,1135129.37,2,Low Risk,55021.42,528454.36,2354.33,30897.72,0
IND23075,Keith Smith,Male,80,Senior (60 +),Private Banking,High,357944.04,Jade,Web Developer I,Australian,10-07-2005,2005,Mid,-1332221.23,2,9837.83,1687860.5,272673.23,Stephen Payne,1512885.92,4,High Risk,48750.67,123942.38,49768.88,44053.2,3
IND23104,Edward Jackson,Male,61,Senior (60 +),Private Banking,Medium,238755.41,Silver,Software Test Engineer I,European,21-02-2002,2002,High,689228.71,1,4041.82,1129042.77,1505541.47,Gregory Simmons,1508409.47,2,Low Risk,298160.38,547469.63,17732.43,18611.45,0
IND23112,Arthur Mitchell,Male,40,Adult (30-59),Institutional Banking,High,464731.12,Silver,Programmer Analyst II,Asian,26-06-1996,1996,Mid,1467683.47,3,201.13,2252516.18,3170634.08,Roy Rice,3825961.94,5,Very High Risk,497267.8,1163903.65,82766.64,52498.9,0
IND23121,Ralph Wright,Male,49,Adult (30-59),Retail Banking,Medium,162388.33,Silver,Electrical Engineer,Asian,03-08-2015,2015,Mid,613596.76,1,418.61,230956.27,762328.25,Gregory Simmons,1244204.71,2,Low Risk,65591.99,418221.75,459.43,17051.4,2
IND23130,Jessica Moreno,Male,66,Senior (60 +),Private Banking,Medium,292770.14,Jade,Media Manager I,Asian,01-10-2021,2021,Mid,259180.43,2,2913.12,207917.14,359098.54,Frank Brown,437118.7,2,Low Risk,60533.75,410398.33,20133.29,50378.4,0
IND23132,Arthur Ramos,Female,48,Adult (30-59),Institutional Banking,Low,81404.69,Platinum,Staff Accountant III,European,17-02-2020,2020,High,89368.9,1,977.71,171160.8,176184.24,Jesse Evans,255239.99,1,Very Low Risk,66149.17,116693.46,6541.15,19174,3
IND23172,Ryan Mitchell,Female,32,Adult (30-59),Institutional Banking,Medium,279238.44,Jade,Programmer Analyst I,European,10-07-2000,2000,Mid,-1665062.44,1,7439.36,2667556.66,891713.77,Gregory Simmons,1303515.44,5,Very High Risk,88823.96,428485.84,12415.02,29395.85,1
IND23199,Earl Schmidt,Male,30,Adult (30-59),Commercial Banking,Medium,277766.36,Gold,Developer IV,Australian,03-02-2020,2020,Low,2503830.11,1,7988.18,851536.08,2632942.22,Jason Duncan,426974.26,2,Low Risk,712403.73,469569.31,80786.78,18008.42,1
IND23354,Ruby Griffin,Male,78,Senior (60 +),Retail Banking,Medium,117375.9,Platinum,VP Sales,European,22-10-1999,1999,High,-29797.66,1,1327.7,178624.7,99007.56,Dennis Morris,118523.04,1,Very Low Risk,44811.09,59675.79,8087.51,6336.09,3
IND23356,Ralph Burns,Male,35,Adult (30-59),Private Banking,Medium,193785.75,Jade,Research Assistant III,African,19-04-2008,2008,Mid,1400092.35,1,7231.68,1028620.94,2061726.77,Frank Brown,2119333.25,4,High Risk,320999.4,887687.92,64412.5,53218.8,1
IND23438,Lillian Ellis,Female,21,Young (18-29),Private Banking,Medium,266530.81,Silver,Software Test Engineer IV,European,08-11-2008,2008,High,777080.69,1,447.05,467686.8,834515.64,Ernest Rivera,985045.41,2,Low Risk,388708.6,219609.38,9180.93,21990.3,2
IND23452,Jose Evans,Female,30,Adult (30-59),Retail Banking,Low,26691.56,Gold,Accountant I,American,10-10-2001,2001,High,330594.99,1,1493.72,234570.75,455937.82,Joshua Little,127376.01,1,Very Low Risk,108104.14,242882.76,17093.79,2617.5,0
IND23455,Bobby Spencer,Female,48,Adult (30-59),Institutional Banking,Medium,231926.06,Platinum,Accounting Assistant III,Asian,18-07-2021,2021,High,1575231.06,2,659.1,681394.85,1689560.43,Anthony Torres,1624273.32,3,Moderate Risk,510194.03,465626.89,77444.79,57530.55,2
IND23466,Helen Pierce,Male,72,Senior (60 +),Private Banking,Medium,236187.3,Jade,Software Engineer IV,African,22-04-2004,2004,High,425720.47,1,4670,1734458.3,1963838.88,Nicholas Simmons,866430.58,5,Very High Risk,194915.6,1504998.02,92083.57,6094.29,1
IND23534,Brandon Cox,Female,59,Adult (30-59),Private Banking,Medium,231344.33,Silver,Software Engineer I,African,24-09-1996,1996,High,1286940.21,2,5676.93,360387.21,1260515.58,Stephen Payne,1864716.59,2,Low Risk,384457.25,416611.08,44042.31,8031.52,3
IND23568,Frank Moreno,Male,68,Senior (60 +),Retail Banking,Low,56371.97,Jade,Media Manager I,Asian,14-10-2015,2015,Mid,-13980.32,3,7396.3,157910.05,90353.83,Victor Ramos,1652235.38,2,Low Risk,24274.52,39529.8,60742.89,36697.68,0
IND23592,Mildred Watson,Female,43,Adult (30-59),Private Banking,Medium,148649.76,Jade,Health Coach III,Australian,16-01-2013,2013,High,273223.39,2,348.94,74180.52,276215.85,Bruce Butler,183735.02,1,Very Low Risk,44684.6,369772.83,3223.26,26852.4,2
IND23636,Brandon Patterson,Female,59,Adult (30-59),Institutional Banking,Medium,105963.93,Gold,Compensation Analyst,European,25-02-2015,2015,High,-1233625.17,2,13991.99,1645132.15,321400.46,Anthony Torres,1355647.74,5,Very High Risk,94176.81,56083.3,113105.45,9921.7,3
IND23640,Phillip Perez,Female,36,Adult (30-59),Retail Banking,Low,39077.38,Jade,Accounting Assistant III,European,02-04-2018,2018,Low,-213013.94,2,1305.38,1187138.91,717787.7,Benjamin Kim,1231614.29,2,Low Risk,242934.97,144670.39,11997.93,14707.68,0
IND23675,Keith Price,Female,45,Adult (30-59),Retail Banking,Low,99307.79,Jade,VP Sales,European,24-09-2004,2004,Mid,-36357.38,2,2125.41,334195.32,260018.7,Joshua Bennett,79778.23,1,Very Low Risk,24592.61,156805.17,9826.81,15352.04,2
IND23721,Joan Williams,Female,21,Young (18-29),Commercial Banking,Medium,141027.42,Gold,Automation Specialist II,Asian,05-10-2007,2007,High,76348.67,2,2029.4,264240.74,207162.43,Frank Brown,457641.72,1,Very Low Risk,115792.9,76323,25234.48,19663.48,2
IND23766,Denise Campbell,Female,75,Senior (60 +),Retail Banking,Medium,222977.36,Gold,Cost Accountant,African,23-11-2004,2004,Mid,915499.45,1,5567.23,278909.21,821381.48,Joshua Bennett,1256329.17,4,High Risk,344331.76,497151.95,34701.18,34262.65,3
IND23783,Jennifer Alvarez,Male,84,Senior (60 +),Retail Banking,Medium,156857.61,Silver,Statistician III,American,14-12-2005,2005,High,-174761.75,1,3804.39,392481.11,178854.71,Jonathan Hawkins,892296.94,1,Very Low Risk,27436.31,132352.49,27595.46,15232.73,3
IND23784,Robert Simmons,Female,22,Young (18-29),Private Banking,Low,59538.68,Jade,Statistician IV,Asian,04-01-1996,1996,Mid,1055287.07,1,2064.66,137346.3,958605.57,Jesse Evans,755052.87,1,Very Low Risk,222460.4,262018.86,21243.3,13632.06,2
IND23792,Brian Lawrence,Male,33,Adult (30-59),Private Banking,Low,40845.84,Platinum,Data Coordiator,Australian,16-03-2005,2005,High,407202.52,1,3423.67,687135.83,914994.54,Anthony Simpson,1168043.92,2,Low Risk,160092.49,359687.51,66224.72,22674.99,3
IND23817,Ruby Andrews,Female,38,Adult (30-59),Private Banking,Low,79643.42,Jade,Senior Cost Accountant,American,26-08-2020,2020,Low,303019.37,1,935.39,227140.25,309391.57,Shawn Long,767080.35,2,Low Risk,182541.02,114432.5,4764.35,39162.42,0
IND23827,Mildred Willis,Male,47,Adult (30-59),Commercial Banking,Medium,228548.88,Jade,Marketing Assistant,Asian,19-08-2020,2020,Mid,-163737.03,3,2896.68,860931.46,525947.01,Nicholas Cunningham,1133260.35,3,Moderate Risk,165164.33,568362.09,20047.79,8979.77,3
IND23889,Larry Weaver,Male,31,Adult (30-59),Retail Banking,Low,57692.88,Jade,Executive Secretary,Asian,19-09-2002,2002,High,95898.9,2,5038.21,88994.69,148572.3,Ernest Rivera,369628.68,1,Very Low Risk,34192.7,47416.69,13902.04,7166.8,3
IND23903,Adam Fisher,Female,83,Senior (60 +),Institutional Banking,High,427085.65,Silver,Structural Analysis Engineer,Asian,26-07-2011,2011,High,58806.57,1,7634.6,1276408.77,913709.35,Shawn Cook,1760206.12,4,High Risk,405830.68,338791.11,26682.38,23309.91,2
IND23940,Paula King,Male,54,Adult (30-59),Private Banking,High,483167.34,Silver,Statistician III,European,27-04-2012,2012,High,689040.05,1,5729.93,435649.85,876651.01,George Lewis,1193750.16,5,Very High Risk,232087.73,730542.51,2961.81,21681.09,1
IND24003,Jeffrey Taylor,Female,56,Adult (30-59),Commercial Banking,Low,44088.51,Silver,Automation Specialist IV,European,28-02-2020,2020,Mid,-1003828.49,2,2795.52,1485747.33,396706.92,Anthony Simpson,717420.29,2,Low Risk,55588.56,153723.93,40504.26,32418.88,1
IND24037,Jesse George,Male,18,Young (18-29),Retail Banking,High,456670.83,Jade,Associate Professor,American,30-09-1996,1996,High,600589.11,1,2447.08,568347.28,793170.72,Anthony Torres,742495.18,4,High Risk,309872.51,546644.68,53835.2,68340.24,1
IND24057,Ashley Burns,Male,28,Young (18-29),Private Banking,Medium,205494.12,Jade,General Manager,European,29-09-2011,2011,High,739260.29,1,311.45,1886976.73,2365411.67,Jeremy Vasquez,1779026.34,4,High Risk,246315.6,1544359.69,33050.06,14821.2,3
IND24058,Barbara Harper,Female,41,Adult (30-59),Institutional Banking,High,304960.67,Gold,Budget/Accounting Analyst IV,Asian,03-01-2000,2000,High,-416719.25,2,4115.74,1029192.08,437621.19,Steve Diaz,1302186.45,2,Low Risk,125699.7,256054.95,32226.87,53267.68,1
IND24069,Howard Little,Male,17,Young (18-29),Private Banking,Low,84832.26,Jade,Human Resources Assistant II,Asian,20-06-2016,2016,Mid,62460.95,1,2033.55,384710.44,392769.71,Shawn Cook,878596.28,1,Very Low Risk,38521.65,313460.45,28135.6,17913.58,3
IND24079,Joshua Bennett,Female,56,Adult (30-59),Retail Banking,Low,72070.73,Silver,Help Desk Operator,American,02-08-2001,2001,Mid,185882.15,2,1015.76,152068.24,208859.64,Nicholas Simmons,92649.29,1,Very Low Risk,112415.63,119787.15,2146.62,17690.88,3
IND24103,Benjamin Collins,Female,71,Senior (60 +),Private Banking,Medium,238171.36,Jade,Payment Adjustment Coordinator,European,06-01-1995,1995,Low,151344.97,1,2980.02,201655.5,188913.44,Adam Hernandez,661552.8,2,Low Risk,121444.35,134938.17,5926.36,45622.7,2
IND24125,Scott Mitchell,Male,61,Senior (60 +),Private Banking,Medium,231731.08,Jade,Staff Scientist,Asian,30-04-2018,2018,High,-990607.65,1,2370.78,1198853.05,99957.67,Anthony Torres,652778.42,5,Very High Risk,37062.96,50540.4,106.53,73595.55,2
IND24135,Ashley Griffin,Male,41,Adult (30-59),Retail Banking,Low,72648.85,Jade,Developer I,Asian,11-03-2002,2002,High,98428.92,2,2958.04,241493.51,291092.44,Bruce Butler,389464.45,1,Very Low Risk,37529.27,178023.47,32627.32,14258.76,1
IND24180,Andrew Collins,Male,21,Young (18-29),Institutional Banking,Medium,220337.08,Silver,Recruiting Manager,Asian,15-10-2020,2020,Low,-188859.78,1,1881.86,744311,353911.49,Bruce Porter,512965.6,2,Low Risk,178176.13,109834.6,13489.86,25245.46,1
IND24185,Anna Henry,Male,85,Senior (60 +),Private Banking,Medium,191841,Jade,Physical Therapy Assistant,European,27-05-1999,1999,High,-682246.7,1,802.4,703536.8,0,Anthony Berry,785672.4,2,Low Risk,0,0,2736.8,22092.5,2
IND24188,Paula Young,Female,31,Adult (30-59),Commercial Banking,Medium,212002.5,Jade,Programmer Analyst III,Asian,10-04-1999,1999,High,-323881.59,1,3269.37,705539.64,315219.34,James Castillo,418455.96,2,Low Risk,55769.58,311178.07,24006.45,13938.5,0
IND24232,Michelle Elliott,Male,64,Senior (60 +),Institutional Banking,Medium,162100.55,Jade,Assistant Professor,Asian,04-06-1995,1995,Mid,74537.14,3,2074.35,201708.59,204249.01,Jason Duncan,245486.36,1,Very Low Risk,50869.56,300592.88,1915.5,23201.51,3
IND24235,Joseph Fuller,Male,31,Adult (30-59),Commercial Banking,Medium,210111.51,Platinum,Internal Auditor,Asian,27-05-2011,2011,Mid,145135.23,1,2337.17,0,81827.2,Benjamin Kim,1162832.42,5,Very High Risk,28247.2,65013.39,447.96,37398,3
IND24265,Jonathan Riley,Female,36,Adult (30-59),Retail Banking,Medium,222087.6,Jade,Software Engineer I,European,13-06-2019,2019,Low,623273.58,2,5802.07,150173.05,678567.87,Joshua Bennett,1634412.61,2,Low Risk,75959.09,379795.45,25681.49,24721.74,1
IND24266,Jack Spencer,Male,20,Young (18-29),Private Banking,Medium,163043.73,Jade,Payment Adjustment Coordinator,Asian,17-09-2002,2002,High,-1054466.49,1,4012.27,1072353.02,0,Joe Hanson,1302218.19,3,Moderate Risk,0,0,40255.35,21898.8,1
IND24293,Christine Black,Male,61,Senior (60 +),Retail Banking,Low,68103.92,Silver,Nuclear Power Engineer,American,20-12-2006,2006,Mid,-28454.7,1,1305.32,238333.77,139422.33,James Castillo,624102.1,2,Low Risk,56955.5,53395.78,23111.82,14806.56,3
IND24309,Daniel Marshall,Female,52,Adult (30-59),Institutional Banking,Medium,297850.41,Platinum,Marketing Assistant,European,21-01-2019,2019,Mid,-20045.77,1,4327.91,990326.11,838261.6,Paul Holmes,180596,5,Very High Risk,83057.11,630618.82,13537.02,53289.54,3
IND24335,Thomas GoPKRalez,Male,38,Adult (30-59),Private Banking,Medium,217266.49,Gold,Actuary,European,13-05-2020,2020,High,688114.63,1,1420.2,1286734.3,1637696.36,Carl Nguyen,723093.01,3,Moderate Risk,282767.72,706919.29,78752.72,55805.05,1
